gsm,canon__sex,canon__stage,canon__steatosis_grade,canon__tissue,canon__treatment,instrument_model,library_selection,library_source,library_strategy,molecule,organism,platform_id,raw__Sex,raw__Stage,raw__balloning,raw__cell line,raw__cell type,raw__chip antibody,raw__fibrosis nas_tidy,raw__genotype,raw__lobular inflammation,raw__lobular necrosis,raw__steatosis,raw__tissue,raw__treatment,sample_type,source_name,sra_relation,supplementary_files,title
GSM8314804,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829428,,SRC524
GSM8314805,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829429,,AUT782
GSM8314806,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829430,,EYC308
GSM8314807,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829431,,OUX828
GSM8314808,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829432,,JLG297
GSM8314809,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829433,,LUK585
GSM8314810,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829434,,OTW294
GSM8314811,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829436,,AQB432
GSM8314812,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829380,,FYS787
GSM8314813,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829439,,CFH377
GSM8314814,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829440,,YMK964
GSM8314815,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829441,,IMD704
GSM8314816,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829442,,YFH298
GSM8314817,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829443,,LOT902
GSM8314818,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829444,,VBL165
GSM8314819,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829445,,NWU655
GSM8314820,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829447,,DXN914
GSM8314821,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829448,,BVJ928
GSM8314822,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829453,,YXK696
GSM8314823,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829449,,GTX889
GSM8314824,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829450,,WLW163
GSM8314825,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829451,,YOX147
GSM8314826,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829452,,HTS420
GSM8314827,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829454,,HMU541
GSM8314828,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829197,,GNK557
GSM8314829,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829198,,RVT473
GSM8314830,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829209,,QFU156
GSM8314831,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829200,,HOI855
GSM8314832,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829201,,LSG225
GSM8314833,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829202,,HKE922
GSM8314834,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829203,,QMA457
GSM8314835,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829204,,XSP695
GSM8314836,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829205,,UBH208
GSM8314837,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829206,,YNE987
GSM8314838,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829207,,TVO619
GSM8314839,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829208,,SXI255
GSM8314840,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829213,,CCU357
GSM8314841,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829211,,HDN490
GSM8314842,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829212,,CMW958
GSM8314843,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829218,,TAB580
GSM8314844,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829214,,LAH821
GSM8314845,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829215,,QZV338
GSM8314846,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829216,,NWX937
GSM8314847,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829217,,QYJ155
GSM8314848,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829374,,DPS177
GSM8314849,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829219,,KAV782
GSM8314850,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829220,,TPT236
GSM8314851,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829223,,DNM623
GSM8314852,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829224,,JNK936
GSM8314853,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829371,,EEJ113
GSM8314854,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829372,,ERH825
GSM8314855,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829373,,EUU581
GSM8314856,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829378,,AEK876
GSM8314857,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829375,,EFW637
GSM8314858,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829376,,PYQ514
GSM8314859,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829377,,XTI939
GSM8314860,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829386,,BMO617
GSM8314861,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829381,,CCL865
GSM8314862,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829382,,CJU592
GSM8314863,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829383,,AUR380
GSM8314864,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829384,,WQI320
GSM8314865,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829385,,ENP459
GSM8314866,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829396,,CCA245
GSM8314867,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829387,,HNR861
GSM8314868,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829388,,MSD301
GSM8314869,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829389,,AWX180
GSM8314870,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829391,,ABZ370
GSM8314871,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829392,,IRP509
GSM8314872,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829393,,ZZX516
GSM8314873,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829394,,IPZ774
GSM8314874,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829395,,ADI555
GSM8314875,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829397,,YNL310
GSM8314876,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829398,,ZTZ746
GSM8314877,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829399,,GNO731
GSM8314878,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829400,,HPF205
GSM8314879,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829402,,RKT482
GSM8314880,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829403,,HML208
GSM8314881,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829404,,TWJ769
GSM8314882,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829405,,YDJ237
GSM8314883,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829406,,SBB944
GSM8314884,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829407,,BQG343
GSM8314885,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829408,,FAO468
GSM8314886,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829409,,XVC832
GSM8314887,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829410,,CNR595
GSM8314888,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829411,,TTQ135
GSM8314889,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829413,,GWX459
GSM8314890,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829414,,UMD368
GSM8314891,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829415,,UIX583
GSM8314892,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829416,,DWS954
GSM8314893,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829417,,NSF317
GSM8314894,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829418,,PWQ681
GSM8314895,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829419,,XNG554
GSM8314896,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829420,,FHC603
GSM8314897,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829421,,DJG504
GSM8314898,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829422,,WZG609
GSM8314899,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829424,,HNK873
GSM8314900,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829425,,MUH937
GSM8314901,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829426,,WAH911
GSM8314902,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829225,,AKE602
GSM8314903,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829234,,WEW415
GSM8314904,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829226,,NVS675
GSM8314905,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829227,,WVK235
GSM8314906,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829228,,OYE145
GSM8314907,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829229,,XSP436
GSM8314908,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829230,,YRI137
GSM8314909,,,,Liver,,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,,,,,,,,,,,,Liver,,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829231,,EFT620
